epoch,epoch_train_loss,epoch_validation_loss,opt_param_group_lr,sinkhorn_2.0_training,sinkhorn_2.0_validation,sinkhorn_4.0_training,sinkhorn_4.0_validation,sinkhorn_6.0_training,sinkhorn_6.0_validation,step,total_epochs,velo_f_2.0_training,velo_f_2.0_validation,velo_f_4.0_training,velo_f_4.0_validation,velo_f_6.0_training,velo_f_6.0_validation,velo_g_2.0_training,velo_g_2.0_validation,velo_g_4.0_training,velo_g_4.0_validation,velo_g_6.0_training,velo_g_6.0_validation,velo_ratio_2.0_training,velo_ratio_2.0_validation,velo_ratio_4.0_training,velo_ratio_4.0_validation,velo_ratio_6.0_training,velo_ratio_6.0_validation
9,,,9.999999747378752e-05,0.0,,86.11971282958984,,238.5177459716797,,47,9.0,0.3591383993625641,,0.4794472754001617,,0.4867702424526214,,0.9098535776138306,,0.6954085826873779,,0.6576635837554932,,443.2199401855469,,327.81024169921875,,309.7069396972656,
9,,,9.999999747378752e-05,0.0,,91.90185546875,,241.2056579589844,,48,9.0,0.3682320713996887,,0.4895064830780029,,0.495838314294815,,0.9227443933486938,,0.6950263977050781,,0.6544526815414429,,441.3941040039063,,322.4541320800781,,303.5824584960937,
9,,,9.999999747378752e-05,0.0,,104.17269897460938,,253.66546630859372,,49,9.0,0.3715136647224426,,0.4974551796913147,,0.5047122240066528,,0.9319302439689636,,0.712913453578949,,0.6688488721847534,,441.56732177734375,,324.8005065917969,,304.6426696777344,
9,,361.8753051757813,9.999999747378752e-05,,0.0,,95.84675598144533,,266.028564453125,49,9.0,,0.3778998255729675,,0.5059264302253723,,0.5123152136802673,,0.8370282053947449,,0.646416187286377,,0.5952264070510864,,419.6442565917969,,294.9244384765625,,268.72833251953125
9,327.54547119140625,,,,,,,,,49,,,,,,,,,,,,,,,,,,,
10,,,9.999999747378752e-05,0.0,,89.83937072753906,,254.13262939453125,,50,10.0,0.3787076473236084,,0.5060142278671265,,0.5132254958152771,,0.905633509159088,,0.6855072975158691,,0.6442692875862122,,433.402099609375,,310.4079284667969,,290.1568908691406,
10,,,9.999999747378752e-05,0.0,,87.32701110839844,,260.93701171875,,51,10.0,0.3845422863960266,,0.5157241821289062,,0.5214503407478333,,0.8998411297798157,,0.6742253303527832,,0.6349649429321289,,429.5900268554688,,301.0524597167969,,281.8279113769531,
10,,,9.999999747378752e-05,0.0,,91.08204650878906,,261.6580810546875,,52,10.0,0.3870768547058105,,0.5240876078605652,,0.5291663408279419,,0.8776435852050781,,0.6605378985404968,,0.622280478477478,,423.9312133789063,,291.2396545410156,,272.1291198730469,
10,,,9.999999747378752e-05,0.0,,89.98417663574219,,260.4688720703125,,53,10.0,0.3897954523563385,,0.533336341381073,,0.5373952984809875,,0.8755983710289001,,0.6533331274986267,,0.6152797341346741,,422.2301025390625,,283.4739990234375,,264.5774841308594,
10,,,9.999999747378752e-05,0.0,,94.39246368408205,,269.7877197265625,,54,10.0,0.3920020759105682,,0.5407273173332214,,0.5457519888877869,,0.8746493458747864,,0.6523629426956177,,0.6138043999671936,,420.9956665039063,,279.2658996582031,,259.4901733398437,
10,,378.4905395507813,9.999999747378752e-05,,0.0,,98.91773223876952,,279.57281494140625,54,10.0,,0.4061969220638275,,0.5451446771621704,,0.551842987537384,,0.8027786612510681,,0.6081439256668091,,0.5512489676475525,,397.6080932617188,,257.15093994140625,,224.6768493652344
10,351.921875,,,,,,,,,54,,,,,,,,,,,,,,,,,,,
11,,,9.999999747378752e-05,0.0,,93.23698425292967,,277.4189453125,,55,11.0,0.4026541709899902,,0.5467827320098877,,0.553352952003479,,0.890541136264801,,0.6629344820976257,,0.6201939582824707,,419.3707885742188,,280.63238525390625,,258.4938659667969,
11,,,9.999999747378752e-05,0.0,,97.6495361328125,,282.146728515625,,56,11.0,0.4079740047454834,,0.5562774538993835,,0.5607187151908875,,0.8635802268981934,,0.6417173743247986,,0.604303240776062,,411.1073913574219,,266.7154846191406,,247.15724182128903,
11,,,9.999999747378752e-05,0.0,,99.20352172851562,,287.15704345703125,,57,11.0,0.4089008271694183,,0.5622758269309998,,0.5680602192878723,,0.8476213216781616,,0.631273627281189,,0.5940519571304321,,407.0670471191406,,258.9844665527344,,238.31744384765625,
11,,,9.999999747378752e-05,0.0,,89.49955749511719,,286.2217102050781,,58,11.0,0.4163334965705871,,0.5696943402290344,,0.574587345123291,,0.8563107848167419,,0.6339644193649292,,0.5923703908920288,,405.5413208007813,,256.4411926269531,,234.0961456298828,
11,,,9.999999747378752e-05,0.0,,101.42326354980467,,293.2344665527344,,59,11.0,0.423610657453537,,0.5768116116523743,,0.5819017291069031,,0.8492793440818787,,0.6358365416526794,,0.5937972664833069,,400.48480224609375,,253.7108612060547,,231.05003356933597,
11,,455.9214172363281,9.999999747378752e-05,,0.0,,127.91487884521484,,328.00653076171875,59,11.0,,0.4189262986183166,,0.5816449522972107,,0.5863922834396362,,0.7757064700126648,,0.599769115447998,,0.536187469959259,,384.1373291015625,,234.15689086914065,,197.78683471679688
11,381.4383239746094,,,,,,,,,59,,,,,,,,,,,,,,,,,,,
12,,,9.999999747378752e-05,0.0,,94.70487213134766,,292.248046875,,60,12.0,0.4274449348449707,,0.5842872858047485,,0.5874393582344055,,0.8365789651870728,,0.6238881349563599,,0.5851653814315796,,395.6343994140625,,244.44517517089844,,223.8357086181641,
12,,,9.999999747378752e-05,0.0,,98.82686614990234,,303.1060791015625,,61,12.0,0.4297852516174316,,0.5906590819358826,,0.5940462350845337,,0.8292359113693237,,0.6113839745521545,,0.5799401998519897,,392.7171325683594,,235.284423828125,,217.76217651367188,
12,,,9.999999747378752e-05,0.0,,100.3292236328125,,309.0160217285156,,62,12.0,0.4351150691509247,,0.5964991450309753,,0.600264310836792,,0.8339326977729797,,0.6152867078781128,,0.5768632888793945,,391.34222412109375,,234.2536163330078,,212.9947662353516,
12,,,9.999999747378752e-05,0.0,,99.61483764648438,,308.7777404785156,,63,12.0,0.4403479993343353,,0.6020750999450684,,0.6070318222045898,,0.8153415322303772,,0.6014808416366577,,0.5609806180000305,,384.1294555664063,,224.7036895751953,,201.04672241210935,
12,,,9.999999747378752e-05,0.0,,106.83267211914062,,324.8721008300781,,64,12.0,0.4391931593418121,,0.6081258654594421,,0.6128010153770447,,0.8094310760498047,,0.5963042974472046,,0.5600176453590393,,383.1434631347656,,219.0918731689453,,197.6124420166016,
12,,430.8855590820313,9.999999747378752e-05,,0.0,,110.90985870361328,,319.9757080078125,64,12.0,,0.4458565711975097,,0.6113595962524414,,0.6169335842132568,,0.7556771636009216,,0.5681892037391663,,0.4987930059432983,,364.8064270019531,,202.7836151123047,,159.55406188964844
12,407.6657104492188,,,,,,,,,64,,,,,,,,,,,,,,,,,,,
13,,,9.999999747378752e-05,0.0,,100.9260482788086,,320.4862670898437,,65,13.0,0.4527274072170257,,0.6143602132797241,,0.6175942420959473,,0.8144286870956421,,0.5958725214004517,,0.5617821216583252,,377.9589538574219,,215.78839111328125,,196.18251037597656,
13,,,9.999999747378752e-05,0.0,,99.80077362060548,,325.55908203125,,66,13.0,0.4511813819408417,,0.6207675337791443,,0.6236977577209473,,0.8038970232009888,,0.5876743793487549,,0.5512861013412476,,375.8779602050781,,208.4234771728516,,187.32017517089844,
