epoch,loss_total,loss_end,loss_weak,loss_count,loss_reg
96,14937.048828125,14936.90234375,0.0,0.0,0.14605751633644104
97,14927.2265625,14927.080078125,0.0,0.0,0.14632391929626465
98,14699.6494140625,14699.5029296875,0.0,0.0,0.14659474790096283
99,14803.81640625,14803.669921875,0.0,0.0,0.1468805968761444
100,14671.4326171875,14671.28515625,0.0,0.0,0.14716699719429016
101,14594.8369140625,14594.689453125,0.0,0.0,0.14746685326099396
102,14610.7197265625,14610.572265625,0.0,0.0,0.1477704644203186
103,14508.5078125,14508.359375,0.0,0.0,0.1480829119682312
104,14601.50390625,14601.35546875,0.0,0.0,0.14840596914291382
105,14545.095703125,14544.947265625,0.0,0.0,0.14871585369110107
106,14377.5751953125,14377.42578125,0.0,0.0,0.14902782440185547
107,14333.9462890625,14333.796875,0.0,0.0,0.14933563768863678
108,14325.8408203125,14325.69140625,0.0,0.0,0.1496555358171463
109,14290.40234375,14290.251953125,0.0,0.0,0.14997468888759613
110,14237.44140625,14237.291015625,0.0,0.0,0.15028858184814453
111,14276.12109375,14275.970703125,0.0,0.0,0.15059851109981537
112,14162.8212890625,14162.669921875,0.0,0.0,0.15090946853160858
113,14072.595703125,14072.4443359375,0.0,0.0,0.15123146772384644
114,14098.861328125,14098.7099609375,0.0,0.0,0.15155375003814697
115,14026.1669921875,14026.0146484375,0.0,0.0,0.15186701714992523
116,13935.4638671875,13935.3115234375,0.0,0.0,0.15217700600624084
117,13829.1572265625,13829.0048828125,0.0,0.0,0.15248093008995056
118,13857.908203125,13857.755859375,0.0,0.0,0.152792826294899
119,13802.87890625,13802.7255859375,0.0,0.0,0.1530892699956894
120,13766.3271484375,13766.173828125,0.0,0.0,0.15339870750904083
121,13713.47265625,13713.3193359375,0.0,0.0,0.15370258688926697
122,13685.2177734375,13685.0634765625,0.0,0.0,0.1539873629808426
123,13654.9150390625,13654.7607421875,0.0,0.0,0.1542665660381317
124,13649.79296875,13649.638671875,0.0,0.0,0.15453849732875824
125,13554.5263671875,13554.37109375,0.0,0.0,0.15481039881706238
126,13587.06640625,13586.9111328125,0.0,0.0,0.15507711470127106
127,13572.0205078125,13571.865234375,0.0,0.0,0.15535086393356323
128,13503.6357421875,13503.48046875,0.0,0.0,0.1556253880262375
129,13407.171875,13407.015625,0.0,0.0,0.15590576827526093
130,13459.66796875,13459.51171875,0.0,0.0,0.15618406236171722
131,13362.158203125,13362.001953125,0.0,0.0,0.15646809339523315
132,13302.5634765625,13302.40625,0.0,0.0,0.15675236284732819
133,13294.970703125,13294.8134765625,0.0,0.0,0.15703484416007996
134,13260.9765625,13260.8193359375,0.0,0.0,0.15730565786361694
135,13207.845703125,13207.6884765625,0.0,0.0,0.1575831025838852
136,13240.4306640625,13240.2724609375,0.0,0.0,0.1578504890203476
137,13083.703125,13083.544921875,0.0,0.0,0.15812093019485474
138,13067.4404296875,13067.2822265625,0.0,0.0,0.15839411318302155
139,13182.953125,13182.794921875,0.0,0.0,0.15868839621543884
140,13143.0556640625,13142.896484375,0.0,0.0,0.15899215638637543
141,12978.583984375,12978.4248046875,0.0,0.0,0.15929357707500458
142,12996.0615234375,12995.90234375,0.0,0.0,0.1596045047044754
143,13014.2470703125,13014.0869140625,0.0,0.0,0.1599024385213852
144,12898.1982421875,12898.0380859375,0.0,0.0,0.16019979119300842
145,12979.15234375,12978.9921875,0.0,0.0,0.1604885756969452
146,12917.259765625,12917.0986328125,0.0,0.0,0.16076254844665527
147,12905.05859375,12904.8974609375,0.0,0.0,0.1610139012336731
148,12743.1865234375,12743.025390625,0.0,0.0,0.16124652326107025
149,12709.73828125,12709.5771484375,0.0,0.0,0.16149137914180756
150,12783.1953125,12783.033203125,0.0,0.0,0.16173240542411804
151,12721.388671875,12721.2265625,0.0,0.0,0.16196483373641968
152,12670.0751953125,12669.9130859375,0.0,0.0,0.1622055172920227
153,12742.96484375,12742.802734375,0.0,0.0,0.16242970526218414
154,12629.4970703125,12629.333984375,0.0,0.0,0.16264627873897552
155,12676.0205078125,12675.857421875,0.0,0.0,0.16285617649555206
156,12630.3154296875,12630.15234375,0.0,0.0,0.16307905316352844
157,12648.51953125,12648.3564453125,0.0,0.0,0.16331133246421814
158,12506.9345703125,12506.771484375,0.0,0.0,0.16353006660938263
159,12537.0712890625,12536.9072265625,0.0,0.0,0.16375663876533508
160,12560.7080078125,12560.5439453125,0.0,0.0,0.16396871209144592
161,12536.720703125,12536.556640625,0.0,0.0,0.1641663908958435
162,12454.5771484375,12454.4130859375,0.0,0.0,0.1643562912940979
163,12411.0908203125,12410.92578125,0.0,0.0,0.1645510494709015
164,12448.7255859375,12448.560546875,0.0,0.0,0.16473974287509918
165,12425.3369140625,12425.171875,0.0,0.0,0.16491347551345825
166,12408.119140625,12407.9541015625,0.0,0.0,0.1650855392217636
167,12306.419921875,12306.2548828125,0.0,0.0,0.16525104641914368
168,12377.1796875,12377.0146484375,0.0,0.0,0.16542929410934448
169,12364.791015625,12364.625,0.0,0.0,0.16558974981307983
170,12396.2802734375,12396.1142578125,0.0,0.0,0.16574746370315552
171,12269.2900390625,12269.1240234375,0.0,0.0,0.16589954495429993
172,12344.3984375,12344.232421875,0.0,0.0,0.16606593132019043
173,12197.8046875,12197.638671875,0.0,0.0,0.16622650623321533
174,12302.916015625,12302.75,0.0,0.0,0.16638486087322235
175,12268.4541015625,12268.287109375,0.0,0.0,0.1665637046098709
176,12340.3173828125,12340.150390625,0.0,0.0,0.16673561930656433
177,12125.4716796875,12125.3046875,0.0,0.0,0.16689445078372955
178,12145.7763671875,12145.609375,0.0,0.0,0.16705426573753357
179,12272.7392578125,12272.572265625,0.0,0.0,0.16722305119037628
180,12211.2744140625,12211.107421875,0.0,0.0,0.16738666594028473
181,12137.8203125,12137.65234375,0.0,0.0,0.16756929457187653
182,12088.658203125,12088.490234375,0.0,0.0,0.16775090992450714
183,12146.15234375,12145.984375,0.0,0.0,0.16792955994606018
184,12137.046875,12136.87890625,0.0,0.0,0.1680893748998642
185,11995.0458984375,11994.8779296875,0.0,0.0,0.1682458221912384
186,12084.1005859375,12083.9326171875,0.0,0.0,0.16842463612556458
187,12046.5087890625,12046.33984375,0.0,0.0,0.1686038374900818
188,12002.392578125,12002.2236328125,0.0,0.0,0.16877426207065582
189,11914.7138671875,11914.544921875,0.0,0.0,0.1689644157886505
190,11940.8134765625,11940.64453125,0.0,0.0,0.16914957761764526
191,11868.958984375,11868.7900390625,0.0,0.0,0.1693408489227295
192,11873.6220703125,11873.4521484375,0.0,0.0,0.16953222453594208
193,11887.17578125,11887.005859375,0.0,0.0,0.16972759366035461
194,11879.201171875,11879.03125,0.0,0.0,0.1699175089597702
195,11892.9169921875,11892.7470703125,0.0,0.0,0.17012768983840942
196,11892.8046875,11892.634765625,0.0,0.0,0.1703321486711502
197,11824.1201171875,11823.94921875,0.0,0.0,0.17052310705184937
198,11798.947265625,11798.7763671875,0.0,0.0,0.17071644961833954
199,11763.169921875,11762.9990234375,0.0,0.0,0.17091773450374603
200,11809.8466796875,11809.67578125,0.0,0.0,0.1711321324110031
201,11779.2548828125,11779.083984375,0.0,0.0,0.1713370531797409
202,11713.171875,11713.0,0.0,0.0,0.17153684794902802
203,11602.873046875,11602.701171875,0.0,0.0,0.17172715067863464
204,11599.994140625,11599.822265625,0.0,0.0,0.17194178700447083
205,11603.466796875,11603.294921875,0.0,0.0,0.17217817902565002
206,11606.041015625,11605.8681640625,0.0,0.0,0.17245031893253326
207,11577.5625,11577.3896484375,0.0,0.0,0.17271460592746735
208,11562.9267578125,11562.75390625,0.0,0.0,0.17297829687595367
209,11565.970703125,11565.7978515625,0.0,0.0,0.17323899269104004
210,11598.421875,11598.248046875,0.0,0.0,0.17349161207675934
211,11486.4091796875,11486.2353515625,0.0,0.0,0.17373263835906982
212,11422.330078125,11422.15625,0.0,0.0,0.17397843301296234
213,11415.0751953125,11414.9013671875,0.0,0.0,0.1742158830165863
214,11391.736328125,11391.5615234375,0.0,0.0,0.17446014285087585
215,11348.626953125,11348.4521484375,0.0,0.0,0.17470002174377441
216,11318.5771484375,11318.40234375,0.0,0.0,0.17492124438285828
217,11351.5029296875,11351.328125,0.0,0.0,0.1751362830400467
218,11443.0732421875,11442.8974609375,0.0,0.0,0.17534393072128296
219,11328.1591796875,11327.9833984375,0.0,0.0,0.17554019391536713
220,11362.55078125,11362.375,0.0,0.0,0.17571821808815002
221,11361.818359375,11361.642578125,0.0,0.0,0.17592032253742218
222,11429.4052734375,11429.2294921875,0.0,0.0,0.17609238624572754
223,11407.390625,11407.21484375,0.0,0.0,0.17625242471694946
224,11349.0,11348.8232421875,0.0,0.0,0.17638671398162842
225,11256.4853515625,11256.30859375,0.0,0.0,0.17652787268161774
226,11265.2880859375,11265.111328125,0.0,0.0,0.17665262520313263
227,11275.146484375,11274.9697265625,0.0,0.0,0.17679433524608612
228,11146.408203125,11146.2314453125,0.0,0.0,0.17691338062286377
229,11242.8798828125,11242.703125,0.0,0.0,0.17705851793289185
230,11273.033203125,11272.8564453125,0.0,0.0,0.1771850883960724
231,11292.3818359375,11292.2041015625,0.0,0.0,0.17730699479579926
232,11286.1689453125,11285.9912109375,0.0,0.0,0.17741450667381287
233,11211.2431640625,11211.0654296875,0.0,0.0,0.17753399908542633
234,11236.40234375,11236.224609375,0.0,0.0,0.17765825986862183
235,11199.310546875,11199.1328125,0.0,0.0,0.17778006196022034
236,11209.1328125,11208.955078125,0.0,0.0,0.17790772020816803
237,11206.9443359375,11206.7666015625,0.0,0.0,0.17803461849689484
238,11154.015625,11153.837890625,0.0,0.0,0.1781601458787918
239,11123.8515625,11123.6728515625,0.0,0.0,0.1782730370759964
240,11094.6337890625,11094.455078125,0.0,0.0,0.17841264605522156
241,11105.6357421875,11105.45703125,0.0,0.0,0.178545743227005
242,11097.279296875,11097.1005859375,0.0,0.0,0.17868976294994354
243,11126.12109375,11125.9423828125,0.0,0.0,0.1788284182548523
244,11105.666015625,11105.4873046875,0.0,0.0,0.17897483706474304
245,10989.6767578125,10989.498046875,0.0,0.0,0.17912471294403076
246,11008.7373046875,11008.5576171875,0.0,0.0,0.17926938831806183
247,11044.779296875,11044.599609375,0.0,0.0,0.17942140996456146
248,11053.892578125,11053.712890625,0.0,0.0,0.17958518862724304
249,10974.6611328125,10974.4814453125,0.0,0.0,0.1797349452972412
250,10989.08203125,10988.90234375,0.0,0.0,0.17990118265151978
251,10973.107421875,10972.927734375,0.0,0.0,0.18008959293365479
252,11036.162109375,11035.9814453125,0.0,0.0,0.1802704930305481
253,11028.9052734375,11028.724609375,0.0,0.0,0.1804664433002472
254,11053.8251953125,11053.64453125,0.0,0.0,0.18066053092479706
255,10987.0361328125,10986.85546875,0.0,0.0,0.1808396726846695
256,11037.5673828125,11037.38671875,0.0,0.0,0.1810239553451538
257,10891.484375,10891.302734375,0.0,0.0,0.18120764195919037
258,10952.4814453125,10952.2998046875,0.0,0.0,0.18140675127506256
259,10892.455078125,10892.2734375,0.0,0.0,0.1816212236881256
260,10871.751953125,10871.5703125,0.0,0.0,0.18185105919837952
261,10890.2548828125,10890.0732421875,0.0,0.0,0.1820719838142395
262,10846.4140625,10846.2314453125,0.0,0.0,0.1822860985994339
263,10862.2236328125,10862.041015625,0.0,0.0,0.1824990063905716
264,10873.431640625,10873.2490234375,0.0,0.0,0.18271277844905853
265,10811.875,10811.6923828125,0.0,0.0,0.18291029334068298
266,10790.20703125,10790.0234375,0.0,0.0,0.18313288688659668
267,10719.9697265625,10719.7861328125,0.0,0.0,0.18336567282676697
268,10757.6279296875,10757.4443359375,0.0,0.0,0.18359079957008362
269,10728.505859375,10728.322265625,0.0,0.0,0.18381281197071075
270,10665.6357421875,10665.4521484375,0.0,0.0,0.18404005467891693
271,10760.98828125,10760.8037109375,0.0,0.0,0.18426142632961273
272,10739.1201171875,10738.935546875,0.0,0.0,0.18449696898460388
273,10693.037109375,10692.8525390625,0.0,0.0,0.18473652005195618
274,10736.4853515625,10736.30078125,0.0,0.0,0.18496444821357727
275,10726.025390625,10725.83984375,0.0,0.0,0.18516980111598969
276,10635.71875,10635.533203125,0.0,0.0,0.18537472188472748
277,10711.6455078125,10711.4599609375,0.0,0.0,0.18557453155517578
278,10767.2607421875,10767.0751953125,0.0,0.0,0.18575729429721832
279,10580.7666015625,10580.5810546875,0.0,0.0,0.18593181669712067
280,10616.3388671875,10616.15234375,0.0,0.0,0.18609778583049774
281,10741.81640625,10741.6298828125,0.0,0.0,0.18625043332576752
282,10599.333984375,10599.1474609375,0.0,0.0,0.18641114234924316
283,10602.5009765625,10602.314453125,0.0,0.0,0.1865689754486084
284,10646.068359375,10645.8818359375,0.0,0.0,0.18671587109565735
285,10629.3916015625,10629.205078125,0.0,0.0,0.18685075640678406
286,10654.306640625,10654.1201171875,0.0,0.0,0.1869858354330063
287,10612.1669921875,10611.9794921875,0.0,0.0,0.18712486326694489
288,10615.44140625,10615.25390625,0.0,0.0,0.18724943697452545
289,10652.666015625,10652.478515625,0.0,0.0,0.18739929795265198
290,10551.8408203125,10551.6533203125,0.0,0.0,0.1875353306531906
291,10522.49609375,10522.30859375,0.0,0.0,0.18765857815742493
292,10547.8427734375,10547.6552734375,0.0,0.0,0.18779893219470978
293,10531.94140625,10531.75390625,0.0,0.0,0.1879339963197708
294,10481.3251953125,10481.13671875,0.0,0.0,0.1880820244550705
295,10516.1220703125,10515.93359375,0.0,0.0,0.18821795284748077
296,10546.783203125,10546.5947265625,0.0,0.0,0.188354030251503
297,10485.6845703125,10485.49609375,0.0,0.0,0.18847687542438507
298,10476.0146484375,10475.826171875,0.0,0.0,0.1885916292667389
299,10498.71484375,10498.5263671875,0.0,0.0,0.18872711062431335
300,10532.7099609375,10532.521484375,0.0,0.0,0.18885770440101624
301,10467.83984375,10467.650390625,0.0,0.0,0.18901658058166504
302,10424.5498046875,10424.3603515625,0.0,0.0,0.18917708098888397
303,10484.2216796875,10484.0322265625,0.0,0.0,0.1893378496170044
304,10478.2177734375,10478.0283203125,0.0,0.0,0.18950408697128296
305,10544.74609375,10544.556640625,0.0,0.0,0.18967603147029877
306,10564.4365234375,10564.2470703125,0.0,0.0,0.18986228108406067
307,10413.2099609375,10413.01953125,0.0,0.0,0.19003424048423767
308,10427.451171875,10427.2607421875,0.0,0.0,0.1902037113904953
309,10466.470703125,10466.2802734375,0.0,0.0,0.19037459790706635
310,10412.5322265625,10412.341796875,0.0,0.0,0.19054603576660156
311,10368.1591796875,10367.96875,0.0,0.0,0.19070763885974884
312,10348.6884765625,10348.498046875,0.0,0.0,0.1908828467130661
313,10363.2734375,10363.08203125,0.0,0.0,0.19108392298221588
314,10422.8291015625,10422.6376953125,0.0,0.0,0.19128502905368805
315,10408.6083984375,10408.4169921875,0.0,0.0,0.19146913290023804
316,10348.0546875,10347.86328125,0.0,0.0,0.19166819751262665
317,10438.8388671875,10438.6474609375,0.0,0.0,0.19185416400432587
318,10365.1494140625,10364.95703125,0.0,0.0,0.19206061959266663
319,10357.3564453125,10357.1640625,0.0,0.0,0.1922406405210495
320,10358.484375,10358.2919921875,0.0,0.0,0.19239501655101776
321,10349.275390625,10349.0830078125,0.0,0.0,0.19257855415344238
322,10282.7724609375,10282.580078125,0.0,0.0,0.1927550733089447
323,10363.6142578125,10363.4208984375,0.0,0.0,0.1929362714290619
324,10391.216796875,10391.0234375,0.0,0.0,0.19310398399829865
325,10236.095703125,10235.90234375,0.0,0.0,0.19328561425209045
326,10263.1875,10262.994140625,0.0,0.0,0.19346752762794495
327,10259.2763671875,10259.0830078125,0.0,0.0,0.1936388909816742
328,10304.7236328125,10304.5302734375,0.0,0.0,0.19381335377693176
329,10266.80859375,10266.6142578125,0.0,0.0,0.1939760446548462
330,10345.767578125,10345.5732421875,0.0,0.0,0.19414639472961426
331,10249.6240234375,10249.4296875,0.0,0.0,0.19429269433021545
332,10242.9248046875,10242.73046875,0.0,0.0,0.19443883001804352
333,10230.3623046875,10230.16796875,0.0,0.0,0.19458939135074615
334,10234.7734375,10234.5791015625,0.0,0.0,0.19473454356193542
335,10277.904296875,10277.708984375,0.0,0.0,0.19486314058303833
336,10162.015625,10161.8203125,0.0,0.0,0.19498497247695923
337,10190.546875,10190.3515625,0.0,0.0,0.19511575996875763
338,10131.2236328125,10131.0283203125,0.0,0.0,0.19523490965366364
339,10180.9833984375,10180.7880859375,0.0,0.0,0.19537465274333954
340,10221.3369140625,10221.1416015625,0.0,0.0,0.1954994797706604
341,10221.0546875,10220.859375,0.0,0.0,0.1956552267074585
342,10193.5751953125,10193.37890625,0.0,0.0,0.19581742584705353
343,10106.880859375,10106.6845703125,0.0,0.0,0.19597648084163666
344,10164.48046875,10164.2841796875,0.0,0.0,0.1961354911327362
345,10080.390625,10080.1943359375,0.0,0.0,0.19631443917751312
346,10151.47265625,10151.2763671875,0.0,0.0,0.1964694857597351
347,10185.8798828125,10185.68359375,0.0,0.0,0.19663822650909424
348,10212.84765625,10212.650390625,0.0,0.0,0.19680465757846832
349,10127.181640625,10126.984375,0.0,0.0,0.1969655454158783
350,10216.7109375,10216.513671875,0.0,0.0,0.1971348077058792
351,10079.076171875,10078.87890625,0.0,0.0,0.19729351997375488
352,10153.724609375,10153.52734375,0.0,0.0,0.19745385646820068
353,10123.513671875,10123.31640625,0.0,0.0,0.1976166069507599
354,10087.2431640625,10087.044921875,0.0,0.0,0.1977704018354416
355,10124.6767578125,10124.478515625,0.0,0.0,0.19792087376117706
356,10137.25,10137.0517578125,0.0,0.0,0.19807149469852448
357,10154.232421875,10154.0341796875,0.0,0.0,0.19822615385055542
358,10137.2587890625,10137.060546875,0.0,0.0,0.19835646450519562
359,10120.0107421875,10119.8125,0.0,0.0,0.19848698377609253
360,10033.0517578125,10032.853515625,0.0,0.0,0.19862085580825806
361,10053.623046875,10053.423828125,0.0,0.0,0.19878743588924408
362,10167.189453125,10166.990234375,0.0,0.0,0.19895493984222412
363,10054.671875,10054.47265625,0.0,0.0,0.19913002848625183
364,10053.4794921875,10053.2802734375,0.0,0.0,0.19931332767009735
365,10117.7607421875,10117.5615234375,0.0,0.0,0.19950804114341736
366,10105.197265625,10104.998046875,0.0,0.0,0.19968344271183014
367,10015.3701171875,10015.169921875,0.0,0.0,0.19985386729240417
368,10048.4580078125,10048.2578125,0.0,0.0,0.20002835988998413
369,10014.9697265625,10014.76953125,0.0,0.0,0.2002015858888626
370,10043.455078125,10043.2548828125,0.0,0.0,0.20035900175571442
371,9950.806640625,9950.6064453125,0.0,0.0,0.2005176991224289
372,10053.724609375,10053.5244140625,0.0,0.0,0.20068147778511047
373,9954.435546875,9954.234375,0.0,0.0,0.20083850622177124
374,10008.6455078125,10008.4443359375,0.0,0.0,0.20099417865276337
375,9970.509765625,9970.30859375,0.0,0.0,0.20114320516586304
376,9954.4658203125,9954.2646484375,0.0,0.0,0.2012963891029358
377,9921.69140625,9921.490234375,0.0,0.0,0.2014399915933609
378,9952.29296875,9952.091796875,0.0,0.0,0.2015855461359024
379,9906.6865234375,9906.484375,0.0,0.0,0.20174957811832428
380,10020.0009765625,10019.798828125,0.0,0.0,0.20190148055553436
381,9964.9609375,9964.7587890625,0.0,0.0,0.20206674933433533
382,9895.7373046875,9895.53515625,0.0,0.0,0.20222680270671844
383,9955.8935546875,9955.69140625,0.0,0.0,0.20237551629543304
384,9974.8515625,9974.6494140625,0.0,0.0,0.20251312851905823
385,9904.65234375,9904.44921875,0.0,0.0,0.20265410840511322
386,9950.009765625,9949.806640625,0.0,0.0,0.2027822583913803
387,9835.6044921875,9835.4013671875,0.0,0.0,0.20291633903980255
388,9954.2861328125,9954.0830078125,0.0,0.0,0.2030654400587082
389,9996.7470703125,9996.5439453125,0.0,0.0,0.2031901329755783
390,9871.462890625,9871.259765625,0.0,0.0,0.20331071317195892
391,9960.0703125,9959.8671875,0.0,0.0,0.20342490077018738
392,9944.833984375,9944.630859375,0.0,0.0,0.2035435438156128
393,9971.8662109375,9971.662109375,0.0,0.0,0.20364949107170105
394,9893.2470703125,9893.04296875,0.0,0.0,0.20376187562942505
395,9967.3466796875,9967.142578125,0.0,0.0,0.2038562148809433
396,9928.3798828125,9928.17578125,0.0,0.0,0.2039591521024704
397,9929.6875,9929.4833984375,0.0,0.0,0.2040502429008484
398,9900.74609375,9900.5419921875,0.0,0.0,0.20413756370544434
399,9951.068359375,9950.8642578125,0.0,0.0,0.20421795547008514
400,9847.4765625,9847.2724609375,0.0,0.0,0.20431260764598846
401,9931.013671875,9930.8095703125,0.0,0.0,0.20438212156295776
402,9868.787109375,9868.5830078125,0.0,0.0,0.20445241034030914
403,9839.9130859375,9839.708984375,0.0,0.0,0.20453859865665436
404,9809.6474609375,9809.4423828125,0.0,0.0,0.20462878048419952
405,9905.5087890625,9905.3037109375,0.0,0.0,0.20471984148025513
406,9844.228515625,9844.0234375,0.0,0.0,0.20481076836585999
407,9876.6474609375,9876.4423828125,0.0,0.0,0.20490188896656036
408,9788.3740234375,9788.1689453125,0.0,0.0,0.2049950659275055
409,9748.328125,9748.123046875,0.0,0.0,0.20511479675769806
410,9887.4521484375,9887.2470703125,0.0,0.0,0.20521925389766693
411,9894.609375,9894.404296875,0.0,0.0,0.2053367793560028
412,9777.474609375,9777.26953125,0.0,0.0,0.20546410977840424
413,9837.1455078125,9836.939453125,0.0,0.0,0.2055683732032776
