epoch,epoch_train_loss,epoch_validation_loss,opt_param_group_lr,sinkhorn_2.0_training,sinkhorn_2.0_validation,sinkhorn_4.0_training,sinkhorn_4.0_validation,sinkhorn_6.0_training,sinkhorn_6.0_validation,step,total_epochs,velo_f_2.0_training,velo_f_2.0_validation,velo_f_4.0_training,velo_f_4.0_validation,velo_f_6.0_training,velo_f_6.0_validation,velo_g_2.0_training,velo_g_2.0_validation,velo_g_4.0_training,velo_g_4.0_validation,velo_g_6.0_training,velo_g_6.0_validation,velo_ratio_2.0_training,velo_ratio_2.0_validation,velo_ratio_4.0_training,velo_ratio_4.0_validation,velo_ratio_6.0_training,velo_ratio_6.0_validation
0,,,9.999999747378752e-05,0.0,,68.87127685546875,,124.40392303466797,,0,0.0,0.01008501835167408,,0.010104565881192684,,0.010135340504348278,,1.2046829462051392,,1.2229959964752197,,1.2425527572631836,,620.8211669921875,,620.875732421875,,620.9282836914062,
0,,,9.999999747378752e-05,0.0,,66.93452453613281,,123.57042694091797,,1,0.0,0.018648480996489525,,0.018860986456274986,,0.01892860047519207,,1.1516211032867432,,1.1612565517425537,,1.1805449724197388,,616.9296264648438,,616.905517578125,,617.0087890625,
0,,,9.999999747378752e-05,0.0,,72.92372131347656,,129.24867248535156,,2,0.0,0.027445195242762566,,0.028051236644387245,,0.028393447399139404,,1.1177270412445068,,1.12538743019104,,1.1359132528305054,,612.7830810546875,,612.59912109375,,612.564453125,
0,,,9.999999747378752e-05,0.0,,73.70928955078125,,130.28858947753906,,3,0.0,0.03538161888718605,,0.03632267192006111,,0.03694238141179085,,1.0988303422927856,,1.1116721630096436,,1.1265976428985596,,609.0039672851562,,608.7698364257812,,608.7119750976562,
0,,,9.999999747378752e-05,0.0,,76.9046630859375,,132.4834747314453,,4,0.0,0.043041687458753586,,0.04447067528963089,,0.045323558151721954,,1.0445364713668823,,1.0565263032913208,,1.0617446899414062,,604.5664672851562,,604.1314697265625,,603.8383178710938,
0,,208.2386474609375,9.999999747378752e-05,,0.0,,78.35274505615234,,129.88589477539062,4,0.0,,0.049857910722494125,,0.05151590704917908,,0.0525074377655983,,0.9738118052482605,,0.9792152047157288,,0.9859052896499634,,599.6627807617188,,598.9720458984375,,598.654541015625
0,199.86770629882812,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
1,,,9.999999747378752e-05,0.0,,64.6618423461914,,124.04657745361328,,5,1.0,0.050204962491989136,,0.052059173583984375,,0.05345376208424568,,1.0336267948150635,,1.0416662693023682,,1.051795482635498,,600.9501342773438,,600.2613525390625,,599.8475341796875,
1,,,9.999999747378752e-05,0.0,,62.82029342651367,,120.6490249633789,,6,1.0,0.05759182572364807,,0.05991344526410103,,0.06147453933954239,,1.0122523307800293,,1.0160157680511475,,1.0260827541351318,,596.8763427734375,,595.8632202148438,,595.4029541015625,
1,,,9.999999747378752e-05,0.0,,69.60572814941406,,128.1265869140625,,7,1.0,0.06447074562311172,,0.06742800027132034,,0.06939075142145157,,0.9947298765182495,,0.9962548017501831,,1.0047328472137451,,593.0138549804688,,591.6173095703125,,590.945068359375,
