perturbation_id,uot,mass_pred,mass_true,mass_rel_error,is_control,n_init_atoms,n_term_atoms,n_term_atoms_eval
Runx1t1,516.1168212890625,336.0787658691406,966.0,0.652092374876666,False,289,128,128
Ryr1,539.1304931640625,364.9994201660156,462.0,0.20995796500862418,False,237,128,128
Ryr2,505.4985046386719,412.9572448730469,601.0,0.31288312001156926,False,278,128,128
Ryr3,516.0046997070312,435.484375,900.0,0.5161284722222222,False,418,128,128
Scn9a,514.8475341796875,397.42010498046875,682.0,0.4172725733424212,False,294,128,128
Shank2,514.5185546875,391.0604248046875,1048.0,0.6268507396901837,False,318,128,128
Sis,532.4940185546875,329.394775390625,421.0,0.21758960714815914,False,271,128,128
Slit2,544.8832397460938,284.22711181640625,454.0,0.37394909291540473,False,190,128,128
Spag17,533.638671875,385.8207092285156,878.0,0.5605686683046519,False,247,128,128
Sphkap,554.1301879882812,378.88421630859375,1311.0,0.7109960211223542,False,270,128,128
Spta1,557.3233032226562,371.9400329589844,726.0,0.48768590501517306,False,276,128,128
Tenm1,492.4319152832031,357.2528076171875,534.0,0.3309872516532069,False,235,128,128
Thsd7a,489.720947265625,266.36346435546875,282.0,0.05544870795933067,False,197,128,128
Tnni3k,503.63958740234375,262.06536865234375,566.0,0.5369869811796046,False,192,128,128
Tnxb,538.201416015625,259.1780090332031,1190.0,0.7822033537536108,False,217,128,128
Tpcn2,549.1419067382812,267.8809814453125,449.0,0.40338311482113026,False,190,128,128
Trp53,514.4434204101562,943.404296875,2581.0,0.6344810938105385,False,578,128,128
Unc13c,540.4866333007812,326.8714599609375,561.0,0.4173414260945856,False,250,128,128
Ush2a,544.18701171875,329.0501708984375,683.0,0.5182281538822291,False,205,128,128
Vcan,505.1587219238281,541.464599609375,1103.0,0.5090982777793518,False,352,128,128
Xirp2,509.3920593261719,470.94903564453125,743.0,0.3661520381634842,False,367,128,128
Zfhx4,506.3318786621094,456.189208984375,700.0,0.34830113002232144,False,300,128,128
Zfp469,525.0481567382812,395.4620666503906,451.0,0.12314397638494318,False,330,128,128
Zfp804b,484.6431884765625,345.6481628417969,707.0,0.5111058517089153,False,302,128,128
Zfp831,577.4999389648438,368.5050354003906,545.0,0.32384397174240254,False,273,128,128
Zmat3,511.2954406738281,549.6181030273438,511.0,0.075573587137659,False,386,128,128
ctrl,521.6537475585938,5695.7421875,12981.0,0.5612246985979509,True,4422,128,128
